"concerncode","bedrijfsnaam","plaats","geestelijkegezondheidszorg","gehandicaptenzorg","thuiszorg","omzet","winst","personeelskostentotaal","fte","jaar","perc_winst","perc_loon","omzet_fte"
"35R9VE3QTB","AltraCura B.V.","MEERSSEN","ja","nee","ja","3259454","304538","2782778",NA,2016,9.3,85.4,NA
"35RRJVV9DT","Thuiszorg De Versterking (Stichting)","ALMERE","nee","nee","ja","1515196","-342091","1548550",NA,2016,-22.6,102.2,NA
"35S98FUFHT","Pi-Groep B.V.","DRACHTEN","ja","nee","nee","7211053","-549053","5473688",NA,2016,-7.6,75.9,NA
"35SRDXPZWK","QuaRijn (Stichting)","WIJK BIJ DUURSTEDE","nee","nee","ja","47544194","159677","33869572",NA,2016,0.3,71.2,NA
"35T27YNWKT","Pro Persona Holding (Stichting)","RENKUM","ja","nee","nee","225885000","1477000","168350000",NA,2016,0.7,74.5,NA
"35TNLVWXER","Wijdezorg (Stichting)","ZOETERWOUDE","nee","nee","ja","30888658","550403","21729965",NA,2016,1.8,70.3,NA
"35UQK65JD9","Herman Frantsenhuizen (Stichting)","VLAARDINGEN","nee","ja","nee","3059667","196238","2287958",NA,2016,6.4,74.8,NA
"35WHCNM4U6","Thuis in Zorg B.V.","ROTTERDAM","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"35X9F6HSEK","Pro Juventus B.V.","WEZEP","ja","nee","nee","4998234","268857","3914574",NA,2016,5.4,78.3,NA
"35YXLJY3SB","Sint Elisabeth (Stichting)","ROOSENDAAL","nee","nee","ja","10245131","148142","6516886",NA,2016,1.4,63.6,NA
"372JA3L6K8","Transvisie Zorg (Stichting)","AMSTERDAM","ja","nee","nee","37098","-650","25436",NA,2016,-1.8,68.6,NA
"3742Q7AZKM","De Loods Zorg (B.V.)","DEN DOLDER","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"37M7ENWGZW","Thuiszorg Slippens B.V.","SNEEK","nee","nee","ja","1005438","58951","729076",NA,2016,5.9,72.5,NA
"385LE5YHC2","Laverhof (Stichting)","Heeswijk-Dinther","nee","nee","ja","38402195","98457","28574415",NA,2016,0.3,74.4,NA
"38CW829KNY","Inaya Zorg (Stichting)","UTRECHT","nee","ja","nee","473384","33504","317811",NA,2016,7.1,67.1,NA
"38HC9M3SDN","Sewa Dhaam (Stichting)","ROTTERDAM","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"38M3RSV4PC","Psycho Expertise B.V.","WEERT","ja","nee","nee","192454","-111832","190350",NA,2016,-58.1,98.9,NA
"38MN46S2L3","Psychotraumacentrum AZADI (Stichting)","BILTHOVEN","ja","nee","nee","333509","69315","64222",NA,2016,20.8,19.3,NA
"38NHYWN5EY","Nova Kwaliteit in Zorg B.V.","ROERMOND","ja","nee","nee","1016315","145412","717773",NA,2016,14.3,70.6,NA
"38PN4M9S2H","MC2 - Reintegratie - Psychologie - Fysiotherapie B.V.","TILBURG","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"38RSSUAM2Y","PITTWENTE B.V.","ENSCHEDE","nee","ja","nee","662392","95153","473689",NA,2016,14.4,71.5,NA
"38SMWYY6PZ","GGD Amsterdam","AMSTERDAM","ja","nee","nee","148850127","0","75874042",NA,2016,0,51,NA
"38VK37CKY2","Hersencentrum B.V.","ALKMAAR","ja","nee","nee","1509362","466447","802156",NA,2016,30.9,53.1,NA
"38Y3A4TMVH","GGZ Keizersgracht (Stichting)","AMSTERDAM","ja","nee","nee","1787274","247755","1268179",NA,2016,13.9,71,NA
"39N5YQDH7Y","Pallia Zorgbureau B.V.","S-GRAVENZANDE","nee","nee","ja","846510","85187","592343",NA,2016,10.1,70,NA
"39R7MKU6QN","Stichting Spine Nederland (Stichting)","Breda Nederland","ja","nee","nee","1517047","0",NA,NA,2016,0,NA,NA
"39RX6SJFEZ","Dani-Care Thuiszorg (Eenmanszaak)","ALMERE","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3BCUWPKBL4","Zorg en Participatie (Stichting)","UTRECHT","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3C3CHZXQ5P","Woonzorg Combinatie Overijssel B.V.","ZWOLLE","ja","nee","nee","7261167","-31537","3762422",NA,2016,-0.4,51.8,NA
"3CA74CP88Z","Steps Rehab (Stichting)","AMSTERDAM","ja","nee","nee","0","-9578","0",NA,2016,-Inf,NA,NA
"3CQDGTJVQY","Zorgboerderij De Balloohoeve V.O.F.","BALLOO","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3CQSA6Z3Z2","Zorg voor Kidzz (Stichting)","ENSCHEDE","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3CVDDDYN7P","Oranjestad Zorg Bureau B.V.","Haarlem","nee","nee","ja","103990","42746","58097",NA,2016,41.1,55.9,NA
"3G22DDYGXR","Verpleeghuis Het Parkhuis (Stichting)","DORDRECHT","nee","nee","ja","30145855","5577","22314585",NA,2016,0,74,NA
"3G3PWREWJR","Rinette Zorg B.V.","BEST","nee","nee","ja","2966535","30900","2308794",NA,2016,1,77.8,NA
"3G4FXR48H9","Landelijke Stichting Vredenoord","HUIS TER HEIDE UT","nee","nee","ja","6605962","172144","4522350",NA,2016,2.6,68.5,NA
"3G4VCHC75T","De Zevenster (Stichting)","ZEVENHUIZEN ZH","nee","nee","ja","5994097","115471","4442398",NA,2016,1.9,74.1,NA
"3G5J8C7FLR","Zorgpartners Midden-Holland (Stichting)","GOUDA","nee","nee","ja","123412544","2051016","80189117",NA,2016,1.7,65,NA
"3G8B86KDQG","Driezorg - voor Wonen, Zorg en Welzijn","ZWOLLE","nee","nee","ja","38276126","-2638516","27010295",NA,2016,-6.9,70.6,NA
"3G8G6SCUN9","Isala Klinieken (Stichting)","ZWOLLE","ja","nee","nee","682450643","7416030","315328818",NA,2016,1.1,46.2,NA
"3G8T34APE7","Mediant, Stichting voor Geestelijke Gezondheidszorg Oost- en Midden Twente","ENSCHEDE","ja","nee","nee","64797229","1033029","51980452",NA,2016,1.6,80.2,NA
"3G9F259WS7","Vilente (Stichting)","EDE GLD","nee","nee","ja","52623367","748301","35498748",NA,2016,1.4,67.5,NA
"3G9VENJHJK","Zorggroep Apeldoorn en omstreken (Stichting)","APELDOORN","nee","nee","ja","71619000","-1341000","51603000",NA,2016,-1.9,72.1,NA
"3GB4DLZAFG","Derkshoes Zorg en Dienstverlening (Stichting)","WESTERBORK","nee","nee","ja","8622367","5860","5981035",NA,2016,0.1,69.4,NA
"3GBWGGMVS9","Burgemeester Van Julsingha Tehuis (Stichting)","DELFZIJL","nee","nee","ja","8097520","321160","5305231",NA,2016,4,65.5,NA
"3GCFYUUSW6","Carint-Reggeland Groep (Stichting)","HENGELO OV","nee","nee","ja","172381556","-2248476","127743517",NA,2016,-1.3,74.1,NA
"3GDFS2P2KG","Landzijde (Stichting)","PURMEREND","ja","nee","nee","10775074","319220","967090",NA,2016,3,9,NA
"3GDGWHWAQK","Gunst Zorg B.V.","Hoorn","nee","nee","ja","801322","-164673","845891",NA,2016,-20.6,105.6,NA
"3GE4NKTEP6","Particulier Gespecialiseerd Zorgverleningsbureau Limburg/Noord-Brabant (PGZ) B.V.","NEDERWEERT","ja","ja","nee","5479628","723820","3735335",NA,2016,13.2,68.2,NA
"3GEQCESPRR","Zorgcentra De Betuwe (Stichting)","CULEMBORG","nee","nee","ja","38872168","-772896","27322515",NA,2016,-2,70.3,NA
"3GEW58HGNT","Zorggroep Alblasserwaard en Vijfheerenlanden (Stichting)","AMEIDE","nee","nee","ja","22397956","-1328081","16002996",NA,2016,-5.9,71.4,NA
"3GFGWV7XT7","Joods Bejaardencentrum Den Haag (Stichting)","DEN HAAG","nee","nee","ja","5130347","-105860","3096369",NA,2016,-2.1,60.4,NA
"3GGRB5M8XG","Zorgsaam Zeeuws-Vlaanderen (Stichting)","TERNEUZEN","nee","nee","ja","177305970","7273663","94169532",NA,2016,4.1,53.1,NA
"3GH4J7JM3R","Leger des Heils Welzijns- en Gezondheidszorg (Stichting)","ALMERE","ja","ja","ja","327203087","-4870820","223837766",NA,2016,-1.5,68.4,NA
"3GHVHW2YMG","Zorgspectrum (Stichting)","NIEUWEGEIN","nee","nee","ja","58504363","621979","39593933",NA,2016,1.1,67.7,NA
"3GJBVVHLTR","Combiwel Welzijn (Stichting)","AMSTERDAM","nee","nee","ja","38991000","1106000","27117000",NA,2016,2.8,69.5,NA
"3GJYXLVJ87","Miroya (Stichting)","AMERSFOORT","ja","nee","nee","-64816","-247767","113576",NA,2016,382.3,-175.2,NA
"3GLZK4N66G","Vitalis Zorg Groep (Stichting)","EINDHOVEN","nee","nee","ja","122643000","-2522000","86598000",NA,2016,-2.1,70.6,NA
"3GMLQ4UHZ6","Stichting Schakelring/Eikendonk","Waalwijk","nee","nee","ja","51221619","-514175","35768528",NA,2016,-1,69.8,NA
"3GMMMMPX59","deBreedonk (Stichting)","BREDA","nee","nee","ja","11595437","-680384","9007645",NA,2016,-5.9,77.7,NA
"3GNV9XGZH7","Zorggroep Oude en Nieuwe Land (Stichting)","STEENWIJK","nee","nee","ja","72209215","2521953","53474578",NA,2016,3.5,74.1,NA
"3GPDUWRKYR","Libertas Leiden (Stichting)","LEIDEN","nee","nee","ja","29033772","1208955","20670274",NA,2016,4.2,71.2,NA
"3GQJFHK7Z9","Multi-Care B.V.","DEN HAAG","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3GQMYFA5DG","Fundis (Stichting)","GOUDA","nee","nee","ja","123754059","18031","93987104",NA,2016,0,75.9,NA
"3GR6XJJTST","La Providence (Stichting)","GRUBBENVORST","nee","nee","ja","9255108","114828","6452027",NA,2016,1.2,69.7,NA
"3GRJV53UXK","Verpleeghuis Bergweide (Stichting)","HEERLEN","nee","nee","ja","12070917","-256","8896069",NA,2016,0,73.7,NA
"3GU8R9N4R7","Rosengaerde (Stichting)","DALFSEN","nee","nee","ja","9730658","-313759","7177668",NA,2016,-3.2,73.8,NA
"3GUHLSLUET","Protestants-Christelijke Stichting Philadelphia Zorg","AMERSFOORT","nee","ja","nee","345498182","3868993","241490044",NA,2016,1.1,69.9,NA
"3GWC76CDV6","Trimenzo (Stichting)","TWELLO","nee","nee","ja","12102291","-668924","8999221",NA,2016,-5.5,74.4,NA
"3GWPU4KP6K","Bethanië (Stichting)","EDE GLD","nee","nee","ja","7622317","336618","5005233",NA,2016,4.4,65.7,NA
"3GXJFKHEVB","ORO (Stichting)","HELMOND","nee","ja","nee","77269644","4022426","51259592",NA,2016,5.2,66.3,NA
"3GZ6AX49WG","Christelijk Verpleeghuis Norschoten (Stichting)","BARNEVELD","nee","nee","ja","26135435","567546","17834616",NA,2016,2.2,68.2,NA
"3GZ9CZ2VJ7","Ons Bedrijf (Stichting)","BARNEVELD","nee","ja","nee","1792742","214057","1091997",NA,2016,11.9,60.9,NA
"3GZRNNBHCR","Protestants Christelijk Zorgcentrum 't Anker (Stichting)","KESTEREN","nee","nee","ja","4864212","54974","3451975",NA,2016,1.1,71,NA
"3JKHTFZ3PM","Autisme en adhd centrum ’t Zonneke (AACtZ)","DONGEN","nee","ja","nee","852255","82458","401939",NA,2016,9.7,47.2,NA
"3KVQ5PFR2Y","Zorggroep De Schakel (B.V)","Valthermond","nee","nee","ja","199881","7014","139348",NA,2016,3.5,69.7,NA
"3LLWB4T75Y","HarmonieZorg (Eenmanszaak)","ENSCHEDE","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3N67ZUG59E","Zorghuis Roermond Zorg (B.V.)","Roermond","nee","nee","ja","968939","59162","631315",NA,2016,6.1,65.2,NA
"3P359VHR5B","Zorgboerderij ZieZoo (Maatschap)","ZEVENHUIZEN (GRN)","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3P3FBAXDYT","De Walburgt B.V.","AMERSFOORT","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3P3UQYTU9R","Zorggroep 't Achterhuus B.V.","ALTEVEER (GEM. HOOGEVEEN)","ja","nee","nee","1364104","19440","973264",NA,2016,1.4,71.3,NA
"3P3VS9S2D7","Zorg in Uitvoering (B.V)","Rotterdam","ja","nee","nee","1072175","-374420","1189959",NA,2016,-34.9,111,NA
"3P4BSR9K3S","Leven & Zorg GGZ B.V.","AMSTERDAM","ja","nee","nee","218857","-193551","332102",NA,2016,-88.4,151.7,NA
"3P6FB24XU7","AZA B.V. (Altijd Zorg Aanwezig)","ALKMAAR","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3P6VYS9YKK","Action Kids B.V.","ZOETERMEER","ja","ja","nee","723683","74482","467369",NA,2016,10.3,64.6,NA
"3P8DBF3GUL","CúramZorg (Stichting)","UTRECHT","nee","nee","ja","544382","-67257","461132",NA,2016,-12.4,84.7,NA
"3P8EJPFZPK","Melody PsyCare GGZ B.V.","DINXPERLO","ja","nee","nee","1383698","42643","784586",NA,2016,3.1,56.7,NA
"3P8LQHQPM8","Cumulus Home B.V.","AMSTERDAM ZUIDOOST","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3P92GM4Z4G","Spectra Zorg V.O.F.","UTRECHT","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3P936HK49K","Sanitas Kliniek B.V. / Zorg Nederland (Stichting)","ROTTERDAM","ja","nee","nee","743029","-91124","580887",NA,2016,-12.3,78.2,NA
"3P9N8FA2Y9","Simetri (Stichting)","MEDEMBLIK","nee","ja","nee","690107","8974","491273",NA,2016,1.3,71.2,NA
"3P9TLLP7EQ","De Kleine Tropen (Stichting)","Almere","nee","nee","ja","274424","79479","141450",NA,2016,29,51.5,NA
"3PAQ6ZRN3R","Pretpalet (Eenmanszaak)","EDE (GLD)","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3PAVMX2W7B","Benzorg","Amsterdam-Duivendrecht","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3PCDPVQCWR","Plekzat (Stichting)","ALTEVEER (GEM. NOORDENVELD)","nee","ja","nee","871949","78844","456801",NA,2016,9,52.4,NA
"3PCMUY3KJT","Pantea B.V.","BOXTEL","ja","nee","nee","0","-2761",NA,NA,2016,-Inf,NA,NA
"3PE3RWRJBB","The Home Clinic B.V.","Weesp","ja","nee","nee","472948","36097","342424",NA,2016,7.6,72.4,NA
"3PEYDR2BX7","Ibass (Stichting)","EDE (GLD)","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3PKR5T7LGG","Inzet Voor Zorg (Stichting)","BERGEN OP ZOOM","nee","nee","ja","530139","62553","359140",NA,2016,11.8,67.7,NA
"3PL55FTFG8","De Walburgt 2 B.V.","AMERSFOORT","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3PLKL7P986","Villa Attent B.V.","NIJVERDAL","nee","nee","ja","706484","101252","406871",NA,2016,14.3,57.6,NA
"3PV7HWC6FR","KubusZorg V.O.F.","ELST","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3PVXVBYFRT","Ludgerus, wonen voor senioren (Stichting)","DEVENTER","nee","nee","ja","3011686","56567","1028091",NA,2016,1.9,34.1,NA
"3PYCLESFEB","Educura B.V.","HALSTEREN","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3Q2M2U5JSS","Apanta-Direct B.V.","EINDHOVEN","ja","nee","nee","731371","85378","542977",NA,2016,11.7,74.2,NA
"3Q3QSGYSP6","Active4you B.V.","EINDHOVEN","nee","ja","nee","1173846","159638","768548",NA,2016,13.6,65.5,NA
"3Q3VTQ8VNT","Wassenaarse Zorgverlening (Stichting)","WASSENAAR","nee","nee","ja","14727430","-697403","11160459",NA,2016,-4.7,75.8,NA
"3Q3W9EHHLK","Siloah (SGGG)","RIDDERKERK","nee","ja","nee","25688484","1143143","16115560",NA,2016,4.5,62.7,NA
"3Q4KJSJBW8","B4 Solutions (Eenmanszaak)","BUSSUM","ja","nee","nee","213245","38924","79546",NA,2016,18.3,37.3,NA
"3Q5PJ2LE96","Amare Zorgcoaching B.V.","DRUNEN","nee","ja","nee","1500186","69848","992220",NA,2016,4.7,66.1,NA
"3Q7A583EZ9","Bos en Meerzicht Verzorgd Wonen B.V.","OUDEMIRDUM","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3Q7JXSVY57","Coöperatie Dichtbij U.A. (Cooperatieve vereniging)","GRONINGEN","nee","nee","ja","8706232","490356","737044",NA,2016,5.6,8.5,NA
"3Q7XH6S69B","De Gelukkige Dolfijntjes","PURMEREND","nee","ja","nee","790976","83265","342524",NA,2016,10.5,43.3,NA
"3QAZ62RM99","MON-Zorg B.V.","RIJSWIJK (ZH)","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3QBKGKXZE9","Middels Hoeksche Waard V.O.F.","NUMANSDORP","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3QC2PEQQN9","De Gezonde Zorg (Stichting)","ROTTERDAM","ja","nee","nee","1773489","48470","1685772",NA,2016,2.7,95.1,NA
"3QCK3RP4N4","Valuas Zorggroep (Stichting)","ZEIST","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3QCSFPZRAT","Merano Management B.V.","Tilburg","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3QDSTUD779","Zorggroep Heppie Deejs B.V.","ST. ODILIENBERG","nee","ja","nee","923664","53994","662272",NA,2016,5.8,71.7,NA
"3QJMWZUNUK","GoedGeregeld (Stichting)","GRONINGEN","ja","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3QK6W9TFTG","Uit De Steigers (Stichting)","MAASTRICHT","ja","nee","nee","1300949","350633","556211",NA,2016,27,42.8,NA
"3QKJSKWZDB","Comfortzorg AWBZ B.V.","HEERENVEEN","nee","nee","ja","1352171","833","1340875",NA,2016,0.1,99.2,NA
"3QKX9SNB5R","Olcea Nieuwe Zorglandschap B.V.","HENGELO","nee","nee","ja","1568579","110422","805251",NA,2016,7,51.3,NA
"3QLFW7E9RR","Hilverzorg (Stichting)","HILVERSUM","nee","nee","ja","54419641","-363595","36932476",NA,2016,-0.7,67.9,NA
"3QLU7DG3FB","Tugra Zorg & Welzijn (Eenmanszaak)","ARNHEM","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3QM9MDP3B9","re-Activate Zorg (Stichting)","HILVERSUM","ja","nee","nee","1517812","-64540","1224417",NA,2016,-4.3,80.7,NA
"3QNYB58YTR","Nocht en Wille Zorg B.V.","Metslawier","nee","ja","nee","766494","377640","305083",NA,2016,49.3,39.8,NA
"3QPJALJ7A6","Autismehuis B.V.","ZWOLLE","ja","nee","nee","2368174","41810","1451323",NA,2016,1.8,61.3,NA
"3QR7Q7UMAQ","Acare Thuiszorg (Stichting)","Arnhem","nee","nee","ja","1913669","201330","1606329",NA,2016,10.5,83.9,NA
"3QRHTT42GB","Kleine Maatjes B.V.","Haarlem","nee","nee","ja","510565","19751","372228",NA,2016,3.9,72.9,NA
"3QRPJAVAWG","Zorggroep Triade B.V.","BRUNSSUM","nee","ja","nee","2104387","65857","1424797",NA,2016,3.1,67.7,NA
"3QSH4JELPT","Zorggroep BOAT B.V.","SLEEN","ja","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3QWV2B64S9","DOK20 / Inzowijs B.V.","LEIDERDORP","ja","nee","nee","5594424","1038078","4089768",NA,2016,18.6,73.1,NA
"3QXRQWUJ46","Stichting GGZ Momentum","'s-Hertogenbosch","ja","nee","nee","10153986","91132","7233526",NA,2016,0.9,71.2,NA
"3QY9KP8C36","Materra (Stichting)","ERMELO","ja","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"3QZ8N3BJQR","Akwaaba Zorg (Stichting)","AMSTERDAM ZUIDOOST","nee","nee","ja","862740","270071","477218",NA,2016,31.3,55.3,NA
"3T44RRE3GW","Forte-GGZ (B.V)","Groningen","ja","nee","nee","7314000","383000","5190000",NA,2016,5.2,71,NA
"3T9YXFYSYQ","Puur in Zorg V.O.F.","Zoetermeer","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3V7FWU2FKH","AndersOm ThuisBegeleiding B.V.","ASSEN","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3VNPD6TFBC","Back to Basic Twente (Stichting)","HENGELO","nee","ja","nee","1498422","931","855129",NA,2016,0.1,57.1,NA
"3VPK5KJNCY","Praktijk voor leer- en gedragsadviezen (B.V.)","Hilversum","ja","nee","nee","1209926","75158","635823",NA,2016,6.2,52.6,NA
"3VXYBDRR9H","ContactZorg B.V.","Overveen","nee","nee","ja","1043394","-85831","998773",NA,2016,-8.2,95.7,NA
"3Y9EKYZ5UR","PrivaZorg WMO Beheer B.V.","Amersfoort","nee","nee","ja","7677761","68784",NA,NA,2016,0.9,NA,NA
"3YP7XSNYPK","Villa Vivre B.V.","Goirle","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"3ZA63WJLRS","Zorgboerderij Donia State Wester","Spannum","ja","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"42R3ES86CG","Thuiszorg Naborgh B.V.","Rotterdam","nee","nee","ja","1380496","558274","304715",NA,2016,40.4,22.1,NA
"43X565QXBQ","Verpleegkundige Zorg Praktijk B.V.","GEMERT","nee","nee","ja","269482","94351","138123",NA,2016,35,51.3,NA
"457QJFSTZW","Attifa (Stichting)","Utrecht","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"48DMT4S6VT","Ter Wal Woonzorg (B.V).","Lepelstraat","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"4B38KAX97M","Wigwam (Stichting)","VALKENBURG A/D GEUL","ja","ja","ja",NA,NA,NA,NA,2016,NA,NA,NA
"4C6NXVAKM5","Golden Years Care (Stichting)","NIGTEVECHT","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"4E55JD7M2Q","Zorgboerderij de Rietstulp V.O.F.","MASTENBROEK","ja","ja","nee","967440","260688","471056",NA,2016,26.9,48.7,NA
"4F24Q5YY8C","Home Instead Thuisservice Amsterdam CentrumZuidWest B.V.","Amsterdam","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"4FSSCY6Z3V","Huys ter Swaach Verzorgd Wonen B.V.","Beetsterzwaag","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"4JJGRJGLBJ","Vulas B.V.","UTRECHT","nee","nee","ja","106728","2225","70016",NA,2016,2.1,65.6,NA
"4NLFEY5SPU","Socra Zorggroep V.O.F.","NIJMEGEN","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"4P5X6K395C","Ayudo (Stichting)","Rotterdam","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"4PUUUZ2FG3","Zorgboerderij Klein Arfman V.O.F.","RUURLO","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"4ZQ9BCYE5S","Attenza B.V.","Heeze","nee","nee","ja","575361","17229","523142",NA,2016,3,90.9,NA
"53R9S7EQYW","She Cares (Eenmanszaak)","Amsterdam","nee","nee","ja","72077","26275","23077",NA,2016,36.5,32,NA
"5455RCXYZC","B.V. Bley","ROTTERDAM","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"54DE9H4CMN","Cessio B.V.","SIMPELVELD","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"54GKMD9NPN","ASSortiMens (Stichting)","OLDENZAAL","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"54J9J9LBQY","Care-Extra B.V.","HELMOND","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"54T7WGSEZN","Futuris Zorg en Werk Eindhoven B.V.","EINDHOVEN","ja","nee","nee","2686270","661244","1275163",NA,2016,24.6,47.5,NA
"562NJ4Z9J2","ABC-Zorgcomfort Wonen met Zorg B.V.","WESTERVOORT","nee","nee","ja","772216","5505","629066",NA,2016,0.7,81.5,NA
"567TQGQPSW","Zorgboerderij Trintelen V.O.F.","EYS","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"57CW8XANBL","De Enghoeve (Stichting)","UITWIJK","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"59GC65ZZY8","Ons Huis Heemskerk, Respijt Zorg (Stichting)","Heemskerk","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5H2ZLG9EK2","Ster Hoogezand (Stichting)","Hoogezand Nederland","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"5H7Z3857WP","Osperon B.V.","S-HERTOGENBOSCH","ja","nee","nee","811744","2167","581427",NA,2016,0.3,71.6,NA
"5HAB5SKLWY","IJsselzorg B.V.","WARNSVELD","ja","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5HAGCKC5MH","Idesta B.V.","GROU","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"5HDRMUBZPP","Psychologenpraktijk Oog B.V.","Eindhoven","ja","nee","nee","2492260","-145958","2237768",NA,2016,-5.9,89.8,NA
"5HEEHYCGY2","MAPTA Psychiatrie B.V.","ZEIST","ja","nee","nee","934132","354145","251819",NA,2016,37.9,27,NA
"5HGTDV2HHN","MTSR B.V.","GELEEN","ja","nee","nee","1487370","173904","791024",NA,2016,11.7,53.2,NA
"5HNJGP3Q62","Pro6 V.O.F.","ULVENHOUT","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5HU2ATPJBH","Refaja Zorgboerderij (Maatschap)","ECHTEN (DR)","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5HWYCMGQ7Y","RegioZorgWest B.V.","ZAANDAM","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5HY5WNQBNH","Janelco Begeleid Wonen met Zorg B.V.","OSS","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5J63CFF5Z5","PsyNovo (Stichting)","Brummen","ja","nee","nee","8955","0","0",NA,2016,0,0,NA
"5JJA9WF5FG","Frá Limgardur V.O.F.","HEERDE","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5K8GGZX2L5","Zorgt in zorg (B.V.)","Geleen","nee","nee","ja","1","-7999","0",NA,2016,-799900,0,NA
"5LDTC675MA","De Heidehoeve, Zorg Op Maat / Van der Heide Zorg & Coaching (Eenmanszaak) V.O.F.","HARDENBERG","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5PL56CF5KS","De Roze Zorg (Stichting)","Utrecht","nee","nee","ja","31365","16967","11207",NA,2016,54.1,35.7,NA
"5TBL9D8WYF","BuitenGewoon (Stichting)","Velserbroek","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5TWJ7RVAF4","LAS Psychologie B.V.","Tilburg","ja","nee","nee","187745","-70848","249555",NA,2016,-37.7,132.9,NA
"5UY5ZD8JUU","Adagio (Eenmanszaak)","AMSTERDAM","ja","nee","nee","1156368","192451","815278",NA,2016,16.6,70.5,NA
"5YM6WYUCXC","Bronx Hulp en Ondersteuning op maat B.V.","AMSTERDAM","ja","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"5YVDRE6SXB","ZorgRijk B.V.","Rosmalen","nee","nee","ja","0",NA,NA,NA,2016,NA,NA,NA
"64KYTLSL29","Conzorg B.V.","WIJLRE","nee","nee","ja","929596","148990","634660",NA,2016,16,68.3,NA
"6A3AC7UCR5","Zorgplein Midden Nederland V.O.F.","Amersfoort","nee","nee","ja","51372","45597","2203",NA,2016,88.8,4.3,NA
